PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title
1,0,3,"Braund, Mr. Owen Harris",True,-0.5303766406838785,1,0,A/5 21171,-0.5189778652472694,,S,-0.7339841393273954
2,1,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",False,0.571830994003175,1,0,PC 17599,0.6918967500566985,C85,C,1.0920251829017344
3,1,3,"Heikkinen, Miss. Laina",False,-0.25482473201211503,0,0,STON/O2. 3101282,-0.5062135634647565,,S,0.17902052178716957
4,1,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",False,0.36516706249935255,1,0,113803,0.34804915212786086,C123,S,1.0920251829017344
5,0,3,"Allen, Mr. William Henry",True,0.36516706249935255,0,0,373450,-0.5038498038754023,,S,-0.7339841393273954
7,0,1,"McCarthy, Mr. Timothy J",True,1.6740386286902287,0,0,17463,0.32464793219325394,E46,S,-0.7339841393273954
8,0,3,"Palsson, Master. Gosta Leonard",True,-1.9081361840426954,3,1,349909,-0.257546054664692,,S,2.0050298440163
9,1,3,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",False,-0.1859367548441742,0,2,347742,-0.4455443643405553,,S,1.0920251829017344
10,1,2,"Nasser, Mrs. Nicholas (Adele Achem)",False,-1.0814804580274051,1,0,237736,-0.08743478655338999,,C,1.0920251829017344
11,1,3,"Sandstrom, Miss. Marguerite Rut",False,-1.7703602297068137,1,1,PP 9549,-0.3402776402920899,G6,S,0.17902052178716957
12,1,1,"Bonnell, Miss. Elizabeth",False,1.949590537361992,0,0,113783,-0.15401338465097683,C103,S,0.17902052178716957
13,0,3,"Saundercock, Mr. William Henry",True,-0.6681525950197601,0,0,A/5. 2151,-0.5038498038754023,,S,-0.7339841393273954
14,0,3,"Andersson, Mr. Anders Johan",True,0.6407189711711159,1,5,347082,-0.06466327217338712,,S,-0.7339841393273954
15,0,3,"Vestrom, Miss. Hulda Amanda Adolfina",False,-1.0814804580274051,0,0,350406,-0.5075523968961668,,S,0.17902052178716957
16,1,2,"Hewlett, Mrs. (Mary D Kingcome) ",False,1.7429266058581694,0,0,248706,-0.35351469399247354,,S,1.0920251829017344
17,0,3,"Rice, Master. Eugene",True,-1.9081361840426954,4,1,382652,-0.10531993711027979,,Q,2.0050298440163
19,0,3,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",False,0.08961515382758917,1,0,345763,-0.31569454056280594,,S,1.0920251829017344
21,0,2,"Fynney, Mr. Joseph J",True,0.36516706249935255,0,0,239865,-0.16441392684413544,,S,-0.7339841393273954
22,1,2,"Beesley, Mr. Lawrence",True,0.2962790853314117,0,0,248698,-0.410244924136975,D56,S,-0.7339841393273954
23,1,3,"McGowan, Miss. Anna ""Annie""",False,-1.0125924808594644,0,0,330923,-0.504243133471071,,Q,0.17902052178716957
24,1,1,"Sloper, Mr. William Thompson",True,-0.11704877767623337,0,0,113788,0.015231801946785766,A6,S,-0.7339841393273954
25,0,3,"Palsson, Miss. Torborg Danira",False,-1.4948083210350502,3,1,349909,-0.257546054664692,,S,0.17902052178716957
26,1,3,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",False,0.571830994003175,1,5,347077,-0.0625358885429683,,S,1.0920251829017344
28,0,1,"Fortune, Mr. Charles Alexander",True,-0.7370405721877009,3,2,19950,4.317274254571478,C23 C25 C27,S,-0.7339841393273954
31,0,1,"Uruchurtu, Don. Manuel E",True,0.7096069483390568,0,0,PC 17601,-0.1318734668332494,,C,2.9180345051308647
34,0,2,"Wheadon, Mr. Edward H",True,2.500694354705519,0,0,C.A. 24579,-0.4575201159240595,,S,-0.7339841393273954
35,0,1,"Meyer, Mr. Edgar Joseph",True,-0.11704877767623337,1,0,PC 17604,0.8977802102894517,,C,-0.7339841393273954
36,0,1,"Holverson, Mr. Alexander Oskar",True,0.8473829026749384,1,0,113789,0.32724806774154364,,S,-0.7339841393273954
38,0,3,"Cann, Mr. Ernest Charles",True,-0.5992646178518193,0,0,A./5. 2152,-0.5038498038754023,,S,-0.7339841393273954
39,0,3,"Vander Planke, Miss. Augusta Maria",False,-0.8059285493556418,2,0,345764,-0.31569454056280594,,S,0.17902052178716957
40,1,3,"Nicola-Yarred, Miss. Jamila",False,-1.0814804580274051,1,0,2651,-0.4434945120246673,,C,0.17902052178716957
41,0,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",False,0.7096069483390568,1,0,7546,-0.47690294455676413,,S,1.0920251829017344
42,0,2,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",False,-0.1859367548441742,1,0,11668,-0.2589643104183045,,S,1.0920251829017344
44,1,2,"Laroche, Miss. Simonne Marie Anne Andree",False,-1.8392482068747544,1,2,SC/Paris 2123,0.13018994031160347,,C,0.17902052178716957
45,1,3,"Devaney, Miss. Margaret Delia",False,-0.7370405721877009,0,0,330958,-0.5070796449782959,,Q,0.17902052178716957
50,0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",False,-0.8059285493556418,1,0,349237,-0.3194765559057727,,S,1.0920251829017344
51,0,3,"Panula, Master. Juha Niilo",True,-1.5636962982029912,4,1,3101295,0.09441774819015235,,S,2.0050298440163
52,0,3,"Nosworthy, Mr. Richard Cater",True,-0.5992646178518193,0,0,A/4. 39886,-0.5085773230541109,,S,-0.7339841393273954
53,1,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",False,1.3295987428505243,1,0,PC 17572,0.794879136838012,D33,C,1.0920251829017344
54,1,2,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",False,-0.04816080050829252,1,0,2926,-0.16441392684413544,,S,1.0920251829017344
55,0,1,"Ostby, Mr. Engelhart Cornelius",True,2.431806377537578,0,1,113509,0.5159555052942132,B30,C,-0.7339841393273954
57,1,2,"Rugg, Miss. Emily",False,-0.5992646178518193,0,0,C.A. 31026,-0.4575201159240595,,S,0.17902052178716957
58,0,3,"Novel, Mr. Mansouer",True,-0.08260478909226295,0,0,2697,-0.519371194842938,,C,-0.7339841393273954
59,1,2,"West, Miss. Constance Mirium",False,-1.7014722525388728,1,2,C.A. 34651,-0.13132129259317626,,S,0.17902052178716957
60,0,3,"Goodwin, Master. William Frederick",True,-1.2881443895312277,5,2,CA 2144,0.2308066764958912,,S,2.0050298440163
61,0,3,"Sirayanian, Mr. Orsen",True,-0.5303766406838785,0,0,2669,-0.519371194842938,,C,-0.7339841393273954
62,1,1,"Icard, Miss. Amelie",False,0.571830994003175,0,0,113572,0.8567302157568903,B28,,0.17902052178716957
63,0,1,"Harris, Mr. Henry Birkhardt",True,1.054046834178761,1,0,36973,0.9224427323409378,C83,S,-0.7339841393273954
64,0,3,"Skoog, Master. Harald",True,-1.7703602297068137,3,2,347088,-0.12848478108595124,,S,2.0050298440163
67,1,2,"Nye, Mrs. (Elizabeth Ramell)",False,-0.04816080050829252,0,0,C.A. 29395,-0.4575201159240595,F33,S,1.0920251829017344
68,0,3,"Crease, Mr. Ernest James",True,-0.7370405721877009,0,0,S.P. 3464,-0.5018018425671859,,S,-0.7339841393273954
69,1,3,"Andersson, Miss. Erna Alexandra",False,-0.8748165265235827,4,2,3101281,-0.5062135634647565,,S,0.17902052178716957
70,0,3,"Kink, Mr. Vincenz",True,-0.25482473201211503,2,0,315151,-0.49226738188756664,,S,-0.7339841393273954
71,0,2,"Jenkin, Mr. Stephen Curnow",True,0.15850313099553,0,0,C.A. 33111,-0.4575201159240595,,S,-0.7339841393273954
72,0,3,"Goodwin, Miss. Lillian Amy",False,-0.9437045036915235,5,2,CA 2144,0.2308066764958912,,S,0.17902052178716957
73,0,2,"Hood, Mr. Ambrose Jr",True,-0.5992646178518193,0,0,S.O.C. 14879,0.7338147171104706,,S,-0.7339841393273954
74,0,3,"Chronopoulos, Mr. Apostolos",True,-0.25482473201211503,1,0,2680,-0.3827458905782637,,C,-0.7339841393273954
75,1,3,"Bing, Mr. Lee",True,0.15850313099553,0,0,1601,0.41226399063609354,,S,-0.7339841393273954
76,0,3,"Moen, Mr. Sigurd Hansen",True,-0.3237127091800559,0,0,348123,-0.5114138345613359,F G73,S,-0.7339841393273954
79,1,2,"Caldwell, Master. Alden Gates",True,-1.9887351173291863,0,2,248738,-0.10768369669963401,,S,2.0050298440163
80,1,3,"Dowdell, Miss. Elizabeth",False,0.020727176659648322,0,0,364516,-0.4201727144122627,,S,0.17902052178716957
81,0,3,"Waelens, Mr. Achille",True,-0.5303766406838785,0,0,345767,-0.48588523099631026,,S,-0.7339841393273954
82,1,3,"Sheerlinck, Mr. Jan Baptist",True,-0.04816080050829252,0,0,345779,-0.47643019263889336,,S,-0.7339841393273954
84,0,1,"Carrau, Mr. Francisco M",True,-0.11704877767623337,0,0,113059,0.234588691838858,,S,-0.7339841393273954
85,1,2,"Ilett, Miss. Bertha",False,-0.8748165265235827,0,0,SO/C 14885,-0.4575201159240595,,S,0.17902052178716957
86,1,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",False,0.22739110816347086,3,0,3101278,-0.3563512054996986,,S,1.0920251829017344
87,0,3,"Ford, Mr. William Neal",True,-0.9437045036915235,1,3,W./C. 6608,-0.006042034357402272,,S,-0.7339841393273954
89,1,1,"Fortune, Miss. Mabel Helen",False,-0.4614886635159376,3,2,19950,4.317274254571478,C23 C25 C27,S,0.17902052178716957
90,0,3,"Celotti, Mr. Francesco",True,-0.3926006863479967,0,0,343275,-0.5038498038754023,,S,-0.7339841393273954
91,0,3,"Christmann, Mr. Emil",True,-0.04816080050829252,0,0,343276,-0.5038498038754023,,S,-0.7339841393273954
92,0,3,"Andreasson, Mr. Paul Edvin",True,-0.6681525950197601,0,0,347466,-0.5075523968961668,,S,-0.7339841393273954
93,0,1,"Chaffee, Mr. Herbert Fuller",True,1.122934811346702,1,0,W.E.P. 5734,0.5007480216001439,E31,S,-0.7339841393273954
94,0,3,"Dean, Mr. Bertram Frank",True,-0.25482473201211503,1,2,C.A. 2315,-0.2670010930221089,,S,-0.7339841393273954
95,0,3,"Coxon, Mr. Daniel",True,2.018478514529933,0,0,364500,-0.5189778652472694,,S,-0.7339841393273954
97,0,1,"Goldschmidt, Mr. George B",True,2.845134240545223,0,0,PC 17754,-0.0007623409386206146,A5,C,-0.7339841393273954
98,1,1,"Greenfield, Mr. William Bertram",True,-0.4614886635159376,0,1,PC 17759,0.5420343920916405,D10 D12,C,-0.7339841393273954
99,1,2,"Doling, Mrs. John T (Ada Julia Bone)",False,0.2962790853314117,0,1,231919,-0.22114415698863688,,S,1.0920251829017344
100,0,2,"Kantor, Mr. Sinai",True,0.2962790853314117,1,0,244367,-0.16441392684413544,,S,-0.7339841393273954
101,0,3,"Petranec, Miss. Matilda",False,-0.11704877767623337,0,0,349245,-0.5067657377048297,,S,0.17902052178716957
103,0,1,"White, Mr. Richard Frasar",True,-0.5992646178518193,0,1,35281,0.8054366326679036,D26,S,-0.7339841393273954
104,0,3,"Johansson, Mr. Gustaf Joel",True,0.22739110816347086,0,0,7540,-0.49242433552429976,,S,-0.7339841393273954
105,0,3,"Gustafsson, Mr. Anders Vilhelm",True,0.5029430168352342,2,0,3101276,-0.5062135634647565,,S,-0.7339841393273954
106,0,3,"Mionoff, Mr. Stoytcho",True,-0.11704877767623337,0,0,349207,-0.5067657377048297,,S,-0.7339841393273954
107,1,3,"Salkjelsvik, Miss. Anna Kristine",False,-0.5992646178518193,0,0,343120,-0.5114138345613359,,S,0.17902052178716957
109,0,3,"Rekic, Mr. Tido",True,0.571830994003175,0,0,349249,-0.5067657377048297,,S,-0.7339841393273954
111,0,1,"Porter, Mr. Walter Chamberlain",True,1.1918227885146426,0,0,110465,0.32724806774154364,C110,S,-0.7339841393273954
112,0,3,"Zabour, Miss. Hileni",False,-1.0470364694434349,1,0,2665,-0.3827458905782637,,C,0.17902052178716957
113,0,3,"Barton, Mr. David John",True,-0.5303766406838785,0,0,324669,-0.5038498038754023,,S,-0.7339841393273954
114,0,3,"Jussila, Miss. Katriina",False,-0.6681525950197601,1,0,4136,-0.47028441770657237,,S,0.17902052178716957
115,0,3,"Attalah, Miss. Malake",False,-0.8748165265235827,0,0,2627,-0.3826683592637328,,C,0.17902052178716957
116,0,3,"Pekoniemi, Mr. Edvard",True,-0.5992646178518193,0,0,STON/O 2. 3101294,-0.5062135634647565,,S,-0.7339841393273954
117,0,3,"Connors, Mr. Patrick",True,2.8106902519612524,0,0,370369,-0.5095228268898525,,Q,-0.7339841393273954
118,0,2,"Turpin, Mr. William John Robert",True,-0.04816080050829252,1,0,11668,-0.2589643104183045,,S,-0.7339841393273954
119,0,1,"Baxter, Mr. Quigg Edmond",True,-0.3926006863479967,0,1,PC 17558,4.024561395087223,B58 B60,C,-0.7339841393273954
120,0,3,"Andersson, Miss. Ellis Anna Maria",False,-1.9081361840426954,4,2,347082,-0.06466327217338712,,S,0.17902052178716957
121,0,2,"Hickman, Mr. Stanley George",True,-0.5992646178518193,2,0,S.O.C. 14879,0.7338147171104706,,S,-0.7339841393273954
123,0,2,"Nasser, Mr. Nicholas",True,0.19294711957950042,1,0,237736,-0.08743478655338999,,C,-0.7339841393273954
124,1,2,"Webber, Miss. Susan",False,0.19294711957950042,0,0,27267,-0.410244924136975,E101,S,0.17902052178716957
125,0,1,"White, Mr. Percival Wayland",True,1.6740386286902287,0,1,35281,0.8054366326679036,D26,S,-0.7339841393273954
126,1,3,"Nicola-Yarred, Master. Elias",True,-1.219256412363287,1,0,2651,-0.4434945120246673,,C,2.0050298440163
128,1,3,"Madsen, Mr. Fridtjof Arne",True,-0.3926006863479967,0,0,C 17369,-0.5210258265554859,,S,-0.7339841393273954
130,0,3,"Ekstrom, Mr. Johan",True,1.054046834178761,0,0,347061,-0.5241781363438487,,S,-0.7339841393273954
131,0,3,"Drazenoic, Mr. Jozef",True,0.22739110816347086,0,0,349241,-0.5067657377048297,,C,-0.7339841393273954
132,0,3,"Coelho, Mr. Domingos Fernandeo",True,-0.6681525950197601,0,0,SOTON/O.Q. 3101307,-0.5227598805902361,,S,-0.7339841393273954
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",False,1.1918227885146426,1,0,A/5. 3337,-0.3818798090647243,,S,1.0920251829017344
134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",False,-0.04816080050829252,1,0,228414,-0.16441392684413544,,S,1.0920251829017344
135,0,2,"Sobey, Mr. Samuel James Hayden",True,-0.3237127091800559,0,0,C.A. 29178,-0.410244924136975,,S,-0.7339841393273954
136,0,2,"Richard, Mr. Emile",True,-0.4614886635159376,0,0,SC/PARIS 2133,-0.371558689193768,,C,-0.7339841393273954
137,1,1,"Newsom, Miss. Helen Monypeny",False,-0.7370405721877009,0,2,11752,-0.159056702110823,D47,S,0.17902052178716957
138,0,1,"Futrelle, Mr. Jacques Heath",True,0.5029430168352342,1,0,113803,0.34804915212786086,C123,S,-0.7339841393273954
139,0,3,"Osen, Mr. Olaf Elon",True,-0.9437045036915235,0,0,7534,-0.48178741737220576,,S,-0.7339841393273954
140,0,1,"Giglio, Mr. Victor",True,-0.3926006863479967,0,0,PC 17593,0.8416021543850234,B86,C,-0.7339841393273954
142,1,3,"Nysten, Miss. Anna Sofia",False,-0.5303766406838785,0,0,347081,-0.5095228268898525,,S,0.17902052178716957
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",False,-0.3926006863479967,1,0,STON/O2. 3101279,-0.3563512054996986,,S,1.0920251829017344
144,0,3,"Burke, Mr. Jeremiah",True,-0.7370405721877009,0,0,365222,-0.5284329036046863,,Q,-0.7339841393273954
145,0,2,"Andrew, Mr. Edgardo Samuel",True,-0.8059285493556418,0,0,231945,-0.4386100392092257,,S,-0.7339841393273954
146,0,2,"Nicholls, Mr. Joseph Charles",True,-0.7370405721877009,1,1,C.A. 33112,0.03886939784032803,,S,-0.7339841393273954
147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",True,-0.1859367548441742,0,0,350043,-0.5086567453763131,,S,-0.7339841393273954
148,0,3,"Ford, Miss. Robina Maggie ""Ruby""",False,-1.4259203438671093,2,2,W./C. 6608,-0.006042034357402272,,S,0.17902052178716957
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",True,0.4684990282512638,0,2,230080,-0.16441392684413544,F2,S,-0.7339841393273954
150,0,2,"Byles, Rev. Thomas Roussel Davids",True,0.8473829026749384,0,0,244310,-0.410244924136975,,S,2.9180345051308647
151,0,2,"Bateman, Rev. Robert James",True,1.4673746971864061,0,0,S.O.P. 1166,-0.41922721057652107,,S,2.9180345051308647
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",False,-0.5303766406838785,1,0,113776,0.6033351877781172,C2,S,1.0920251829017344
153,0,3,"Meo, Mr. Alfonzo",True,1.7773705944421399,0,0,A.5. 11206,-0.5038498038754023,,S,-0.7339841393273954
154,0,3,"van Billiard, Mr. Austin Blyler",True,0.7440509369230272,0,2,A/5. 851,-0.3818798090647243,,S,-0.7339841393273954
156,0,1,"Williams, Mr. Charles Duane",True,1.4673746971864061,0,1,PC 17597,0.5046094592653129,,C,-0.7339841393273954
157,1,3,"Gilnagh, Miss. Katherine ""Katie""",False,-0.9437045036915235,0,0,35851,-0.5098386251709902,,Q,0.17902052178716957
158,0,3,"Corn, Mr. Harry",True,0.020727176659648322,0,0,SOTON/OQ 392090,-0.5038498038754023,,S,-0.7339841393273954
161,0,3,"Cribb, Mr. John Hatfield",True,0.9851588570108202,0,1,371362,-0.35162368632099017,,S,-0.7339841393273954
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",False,0.7096069483390568,0,0,C.A. 33595,-0.358242213171182,,S,1.0920251829017344
163,0,3,"Bengtsson, Mr. John Viktor",True,-0.25482473201211503,0,0,347068,-0.5090500749719817,,S,-0.7339841393273954
164,0,3,"Calic, Mr. Jovo",True,-0.8748165265235827,0,0,315093,-0.49226738188756664,,S,-0.7339841393273954
165,0,3,"Panula, Master. Eino Viljami",True,-1.977024161210636,4,1,3101295,0.09441774819015235,,S,2.0050298440163
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",True,-1.4259203438671093,0,2,363291,-0.2679465968578506,,S,2.0050298440163
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",False,1.054046834178761,1,4,347088,-0.12848478108595124,,S,1.0920251829017344
170,0,3,"Ling, Mr. Lee",True,-0.11704877767623337,0,0,1601,0.41226399063609354,,S,-0.7339841393273954
171,0,1,"Van der hoef, Mr. Wyckoff",True,2.1562544688658143,0,0,111240,-0.022588351482881856,B19,S,-0.7339841393273954
172,0,3,"Rice, Master. Arthur",True,-1.7703602297068137,4,1,382652,-0.10531993711027979,,Q,2.0050298440163
173,1,3,"Johnson, Miss. Eleanor Ileen",False,-1.977024161210636,1,1,347742,-0.4455443643405553,,S,0.17902052178716957
174,0,3,"Sivola, Mr. Antti Wilhelm",True,-0.5992646178518193,0,0,STON/O 2. 3101280,-0.5062135634647565,,S,-0.7339841393273954
175,0,1,"Smith, Mr. James Clinch",True,1.8118145830261103,0,0,17764,-0.07561598860661886,A7,C,-0.7339841393273954
176,0,3,"Klasen, Mr. Klas Albin",True,-0.8059285493556418,1,1,350404,-0.5075523968961668,,S,-0.7339841393273954
178,0,1,"Isham, Miss. Ann Elizabeth",False,1.3984867200184652,0,0,PC 17595,-0.11312034375514876,C49,C,0.17902052178716957
179,0,2,"Hale, Mr. Reginald",True,0.020727176659648322,0,0,250653,-0.410244924136975,,S,-0.7339841393273954
180,0,3,"Leonard, Mr. Lionel",True,0.43405503966729336,0,0,LINE,-0.6560759214298145,,S,-0.7339841393273954
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",True,-1.4259203438671093,4,2,347077,-0.0625358885429683,,S,2.0050298440163
184,1,2,"Becker, Master. Richard F",True,-1.977024161210636,2,1,230136,0.08141707044870411,F4,S,2.0050298440163
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",False,-1.7703602297068137,0,2,315153,-0.23958148178559988,,S,0.17902052178716957
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",True,1.054046834178761,0,0,111428,-0.15401338465097683,,S,-0.7339841393273954
189,0,3,"Bourke, Mr. John",True,0.7096069483390568,1,1,364849,-0.3629697323498905,,Q,-0.7339841393273954
190,0,3,"Turcin, Mr. Stjepan",True,0.43405503966729336,0,0,349247,-0.5067657377048297,,S,-0.7339841393273954
191,1,2,"Pinsky, Mrs. (Rosa)",False,0.15850313099553,0,0,234604,-0.410244924136975,,S,1.0920251829017344
192,0,2,"Carbines, Mr. William",True,-0.7370405721877009,0,0,28424,-0.410244924136975,,S,-0.7339841393273954
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",False,-0.7370405721877009,1,0,350046,-0.5075523968961668,,S,0.17902052178716957
194,1,2,"Navratil, Master. Michel M",True,-1.8392482068747544,1,1,230080,-0.16441392684413544,F2,S,2.0050298440163
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",False,0.9851588570108202,0,0,PC 17610,-0.1318734668332494,B4,C,1.0920251829017344
196,1,1,"Lurette, Miss. Elise",False,1.949590537361992,0,0,PC 17569,2.1146436468890077,B80,C,0.17902052178716957
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",True,0.8473829026749384,0,1,4579,-0.49715185470300827,,S,-0.7339841393273954
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",False,-0.3926006863479967,0,0,248747,-0.410244924136975,,S,0.17902052178716957
201,0,3,"Vande Walle, Mr. Nestor Cyriel",True,-0.11704877767623337,0,0,345770,-0.47643019263889336,,S,-0.7339841393273954
203,0,3,"Johanson, Mr. Jakob Alfred",True,0.2962790853314117,0,0,3101264,-0.5332398451055971,,S,-0.7339841393273954
204,0,3,"Youseff, Mr. Gerious",True,1.0884908227627315,0,0,2628,-0.5194506171651402,,C,-0.7339841393273954
205,1,3,"Cohen, Mr. Gurshon ""Gus""",True,-0.8059285493556418,0,0,A/5 3540,-0.5038498038754023,,S,-0.7339841393273954
206,0,3,"Strom, Miss. Telma Matilda",False,-1.9081361840426954,0,1,347054,-0.4582292438008658,G6,S,0.17902052178716957
207,0,3,"Backstrom, Mr. Karl Alfred",True,0.15850313099553,1,0,3101278,-0.3563512054996986,,S,-0.7339841393273954
208,1,3,"Albimona, Mr. Nassef Cassem",True,-0.25482473201211503,0,0,2699,-0.30080285514987426,,C,-0.7339841393273954
209,1,3,"Carr, Miss. Helen ""Ellen""",False,-0.9437045036915235,0,0,367231,-0.5095228268898525,,Q,0.17902052178716957
210,1,1,"Blank, Mr. Henry",True,0.7096069483390568,0,0,112277,-0.06986354326996638,A31,C,-0.7339841393273954
211,0,3,"Ali, Mr. Ahmed",True,-0.3926006863479967,0,0,SOTON/O.Q. 3101311,-0.5227598805902361,,S,-0.7339841393273954
212,1,2,"Cameron, Miss. Clear Annie",False,0.36516706249935255,0,0,F.C.C. 13528,-0.2589643104183045,,S,0.17902052178716957
213,0,3,"Perkin, Mr. John Henry",True,-0.5303766406838785,0,0,A/5 21174,-0.5189778652472694,,S,-0.7339841393273954
214,0,2,"Givard, Mr. Hans Kristensen",True,0.020727176659648322,0,0,250646,-0.410244924136975,,S,-0.7339841393273954
216,1,1,"Newell, Miss. Madeleine",False,0.08961515382758917,1,0,35273,1.4859630184429855,D36,C,0.17902052178716957
217,1,3,"Honkanen, Miss. Eliina",False,-0.1859367548441742,0,0,STON/O2. 3101283,-0.5062135634647565,,S,0.17902052178716957
218,0,2,"Jacobsohn, Mr. Sidney Samuel",True,0.8473829026749384,1,0,243847,-0.14550385012930164,,S,-0.7339841393273954
219,1,1,"Bazzani, Miss. Albina",False,0.15850313099553,0,0,11813,0.7866059782752722,D15,C,0.17902052178716957
220,0,2,"Harris, Mr. Walter",True,0.020727176659648322,0,0,W/C 14208,-0.4575201159240595,,S,-0.7339841393273954
221,1,3,"Sunderland, Mr. Victor Francis",True,-0.9437045036915235,0,0,SOTON/OQ 392089,-0.5038498038754023,,S,-0.7339841393273954
